country_code,country_name,region,income_level,capital_city,latitude,longitude,gdp_per_capita,gdp_per_capita_year,life_expectancy,life_expectancy_year,internet_users_pct,internet_users_pct_year,urban_population_pct,urban_population_pct_year,unemployment_pct,unemployment_pct_year,electricity_access_pct,electricity_access_pct_year,co2_mt_total_2018,population_2018,co2_tons_per_capita_2018
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,32.8578,13.1072,6569.16408678648,2024.0,71.121,2024,81.95449829,2024.0,87.8854066107749,2024,19.085,2024.0,73.2,2023.0,58.94,6849055.0,8.605566753369626
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Castries,14.0,-60.9832,14181.6303351598,2024.0,72.846,2024,68.20500183,2024.0,29.0973354237452,2024,10.199,2024.0,100.0,2023.0,0.39,177017.0,2.203178225820119
LIE,Liechtenstein,Europe & Central Asia,High income,Vaduz,47.1411,9.52148,206780.590353385,2023.0,84.2,2024,98.2641983,2024.0,14.657584904886,2024,,,100.0,2023.0,0.14,38246.0,3.6605135177534907
LKA,Sri Lanka,South Asia,Lower middle income,Colombo,6.92148,79.8528,4515.56787322732,2024.0,77.672,2024,54.59,2024.0,20.2996997058686,2024,4.239,2024.0,100.0,2023.0,21.63,21670000.0,0.9981541301338256
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Maseru,-29.5208,27.7167,971.90771824829,2024.0,57.798,2024,51.79660034,2024.0,43.6780334209246,2024,16.34,2024.0,57.3,2023.0,2.57,2183603.0,1.1769538693617843
LTU,Lithuania,Europe & Central Asia,High income,Vilnius,54.6896,25.2799,29384.0189598663,2024.0,77.1951219512195,2024,89.16116293,2024.0,68.8285833315315,2024,6.851,2024.0,100.0,2023.0,11.59,2819200.0,4.111095346197503
LUX,Luxembourg,Europe & Central Asia,High income,Luxembourg,49.61,6.1296,137781.681659123,2024.0,83.1951219512195,2024,98.7606147,2024.0,94.8438702866393,2024,6.4,2024.0,100.0,2023.0,9.32,607950.0,15.330208076322066
LVA,Latvia,Europe & Central Asia,High income,Riga,56.9465,24.1048,23409.0845154775,2024.0,76.4292682926829,2024,92.70757011,2024.0,68.4839492628509,2024,6.9,2024.0,100.0,2023.0,7.63,1927174.0,3.9591650779846552
MAC,"Macao SAR, China",East Asia & Pacific,High income,,22.1667,113.55,72004.7437020733,2024.0,83.3317073170732,2024,89.82640076,2024.0,100.0,2024,2.262,2024.0,100.0,2023.0,,,
MAF,St. Martin (French part),Latin America & Caribbean,High income,Marigot,,,21668.3776525323,2021.0,80.438,2024,,,100.0,2024,,,100.0,2023.0,,,
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Rabat,33.9905,-6.8704,4153.1943359375,2024.0,75.493,2024,91.2,2024.0,62.7998124018197,2024,9.103,2024.0,100.0,2023.0,66.68,35839760.0,1.8605035301575683
MCO,Monaco,Europe & Central Asia,High income,Monaco,43.7325,7.41891,288001.433369041,2024.0,86.497,2024,99.04489899,2024.0,100.0,2024,,,100.0,2023.0,,,
MDA,Moldova,Europe & Central Asia,Upper middle income,Chisinau,47.0167,28.8497,7576.19589413326,2024.0,71.332,2024,77.3687973,2024.0,43.516471862793,2024,1.427,2024.0,100.0,2023.0,8.59,2707203.0,3.1730165783651985
MDG,Madagascar,Sub-Saharan Africa,Low income,Antananarivo,-20.4667,45.7167,544.987501003384,2024.0,63.835,2024,18.67790031,2024.0,32.4339893339844,2024,3.051,2024.0,39.4,2023.0,3.37,27494926.0,0.12256806946852666
MDV,Maldives,South Asia,Upper middle income,Male,4.1742,73.5109,13379.3513577224,2024.0,81.285,2024,85.23999786,2024.0,41.9982152717385,2024,4.278,2024.0,100.0,2023.0,1.91,473099.0,4.037209970851767
MEX,Mexico,Latin America & Caribbean,Upper middle income,Mexico City,19.427,-99.1276,14185.7812248529,2024.0,75.264,2024,83.12233799,2024.0,79.7538805976118,2024,2.678,2024.0,99.7,2023.0,472.14,124573711.0,3.7900452367514363
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Majuro,7.11046,171.135,7726.33668877794,2024.0,67.075,2024,65.915802,2024.0,78.7325660244112,2024,,,100.0,2023.0,0.19,45285.0,4.195649773655736
MKD,North Macedonia,Europe & Central Asia,Upper middle income,Skopje,42.0024,21.4361,9291.85661671864,2024.0,76.6165853658537,2024,93.6,2024.0,62.5645376928533,2024,12.265,2024.0,100.0,2023.0,7.37,1889051.0,3.901429871401037
MLI,Mali,Sub-Saharan Africa,Low income,Bamako,13.5667,-7.50034,1094.61949265799,2024.0,60.675,2024,36.80149841,2024.0,31.6075621182225,2024,2.924,2024.0,54.5,2023.0,5.62,20442030.0,0.2749237722476682
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Valletta,35.9042,14.5189,43898.5781808597,2024.0,82.9560975609756,2024,93.86029816,2024.0,95.6546264490509,2024,3.1,2024.0,100.0,2023.0,1.55,483903.0,3.2031212867041536
MMR,Myanmar,East Asia & Pacific,Lower middle income,Naypyidaw,21.914,95.9562,1359.05001560107,2024.0,67.095,2024,45.4477005,2020.0,30.4499084074136,2024,2.887,2024.0,76.8,2023.0,32.52,52272247.0,0.6221274551292965
MNE,Montenegro,Europe & Central Asia,Upper middle income,Podgorica,42.4602,19.2595,13263.3281277699,2024.0,77.890243902439,2024,88.88258428,2024.0,65.5422314706266,2024,13.206,2024.0,100.0,2023.0,2.52,626438.0,4.022744469524518
MNG,Mongolia,East Asia & Pacific,Upper middle income,Ulaanbaatar,47.9129,106.937,6750.6301157724,2024.0,72.3980487804878,2024,85.12349701,2024.0,70.9566040039062,2024,5.158,2024.0,100.0,2023.0,21.32,3208189.0,6.645493766109166
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Saipan,15.1935,145.765,23785.754590043,2022.0,78.947,2024,,,92.0747260922394,2024,,,100.0,2023.0,,,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Maputo,-25.9664,32.5713,656.776824637306,2024.0,63.797,2024,20.52729988,2024.0,36.4332337447237,2024,6.668,2024.0,36.0,2023.0,6.64,29018644.0,0.22881841067418587
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Nouakchott,18.2367,-15.9824,2110.12036938187,2024.0,68.713,2024,45.77939987,2024.0,60.6068586411829,2024,10.257,2024.0,50.3,2023.0,4.0,4337685.0,0.9221508707985941
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Port Louis,-20.1605,57.4977,11990.7798944837,2024.0,73.7890243902439,2024,73.30793533,2024.0,39.0162147027917,2024,5.548,2024.0,100.0,2023.0,4.13,1265577.0,3.2633336414931686
MWI,Malawi,Sub-Saharan Africa,Low income,Lilongwe,-13.9899,33.7703,522.570393642547,2024.0,67.561,2024,18.96159935,2024.0,17.268503531213,2024,5.051,2024.0,15.6,2023.0,1.57,18528081.0,0.08473624440653083
MYS,Malaysia,East Asia & Pacific,Upper middle income,Kuala Lumpur,3.12433,101.684,11874.4273684245,2024.0,76.821,2024,98.0206059,2024.0,76.9170296648992,2024,3.846,2024.0,100.0,2023.0,239.62,32910967.0,7.280855649121461
NAM,Namibia,Sub-Saharan Africa,Lower middle income,Windhoek,-22.5648,17.0931,4413.12752211572,2024.0,67.516,2024,64.87460327,2024.0,50.4088030252155,2024,19.157,2024.0,56.7,2023.0,4.25,2577327.0,1.6489952574896394
NCL,New Caledonia,East Asia & Pacific,High income,Noum'ea,-22.2677,166.464,29213.1923192946,2024.0,78.921,2024,,,67.9514695585577,2024,10.991,2024.0,100.0,2023.0,,,
NER,Niger,Sub-Saharan Africa,Low income,Niamey,13.514,2.1073,735.270255787226,2024.0,61.433,2024,15.55760002,2024.0,18.0497398450803,2024,0.376,2024.0,20.1,2023.0,2.29,22188069.0,0.10320862081328483
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Abuja,9.05804,7.48906,1084.16041805436,2024.0,54.635,2024,41.21139908,2024.0,62.9755675573659,2024,3.045,2024.0,61.2,2023.0,130.67,204938755.0,0.6376051225645437
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Managua,12.1475,-86.2734,2847.53966339498,2024.0,75.1,2024,61.39550018,2024.0,59.2628402709961,2024,4.98,2024.0,88.3,2023.0,5.21,6400080.0,0.8140523243459457
NLD,Netherlands,Europe & Central Asia,High income,Amsterdam,52.3738,4.89095,67520.4218956281,2024.0,81.9658536585366,2024,97.00679779,2024.0,95.6396517079336,2024,3.7,2024.0,100.0,2023.0,151.17,17231624.0,8.772823733851203
NOR,Norway,Europe & Central Asia,High income,Oslo,59.9138,10.7387,86785.4334489176,2024.0,83.1609756097561,2024,99.0,2024.0,83.3293737928469,2024,4.0,2024.0,100.0,2023.0,37.35,5311916.0,7.031361188693496
NPL,Nepal,South Asia,Lower middle income,Kathmandu,27.6939,85.3157,1447.31004458428,2024.0,70.636,2024,46.32189941,2024.0,66.772343163029,2024,10.5,2024.0,94.0,2023.0,12.03,28079689.0,0.4284235484232037
NRU,Nauru,East Asia & Pacific,High income,Yaren District,-0.5477,166.920867,13609.158837552,2024.0,62.279,2024,83.01170349,2024.0,100.0,2024,,,100.0,2023.0,0.07,11477.0,6.099154831401934
NZL,New Zealand,East Asia & Pacific,High income,Wellington,-41.2865,174.776,49205.1792146792,2024.0,82.009756097561,2024,93.51930237,2024.0,83.9370658833132,2024,4.724,2024.0,100.0,2023.0,32.21,4900600.0,6.5726645716851
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Muscat,23.6105,58.5874,20285.2272897377,2024.0,80.246,2024,95.25174678,2024.0,79.4440302814714,2024,3.203,2024.0,100.0,2023.0,73.37,4597877.0,15.957364670694757
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Islamabad,30.5167,72.8,1478.77277977996,2024.0,67.799,2024,57.253,2024.0,39.1734368360905,2024,5.492,2024.0,95.6,2023.0,208.37,226928892.0,0.9182171479513503
PAN,Panama,Latin America & Caribbean,High income,Panama City,8.99427,-79.5188,19161.2188501596,2024.0,79.775,2024,72.77149963,2024.0,65.9958447685488,2024,8.451,2024.0,97.0,2023.0,10.14,4167860.0,2.432903216518789
PER,Peru,Latin America & Caribbean,Upper middle income,Lima,-12.0931,-77.0465,8452.37167056621,2024.0,77.941,2024,81.95705992,2024.0,85.1912729600355,2024,5.199,2024.0,96.2,2023.0,54.28,31897584.0,1.70169627894075
PHL,Philippines,East Asia & Pacific,Lower middle income,Manila,14.5515,121.035,3984.8315387656,2024.0,69.946,2024,67.26300914,2024.0,55.4520983215477,2024,2.202,2024.0,98.0,2023.0,142.24,109465287.0,1.2994073637243557
PLW,Palau,East Asia & Pacific,High income,Koror,7.34194,134.479,15610.8231931032,2023.0,69.383,2024,83.92549896,2024.0,79.2095042878667,2024,,,100.0,2023.0,0.29,17814.0,16.279330863365892
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Port Moresby,-9.47357,147.194,3006.70564478923,2024.0,66.256,2024,18.81159973,2024.0,15.4061816403333,2024,2.625,2024.0,20.5,2023.0,7.46,9394513.0,0.7940805446753866
POL,Poland,Europe & Central Asia,High income,Warsaw,52.26,21.02,25103.565661423,2024.0,78.409756097561,2024,88.58496367,2024.0,59.9705468695101,2024,2.807,2024.0,100.0,2023.0,312.74,37974750.0,8.23547225459022
PRI,Puerto Rico (US),Latin America & Caribbean,High income,San Juan,18.23,-66.0,39343.7154660139,2024.0,81.902,2024,87.29178106,2022.0,94.2539505199436,2024,5.639,2024.0,100.0,2023.0,,,
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Pyongyang,39.0319,125.754,,,73.743,2024,,,63.8589748211522,2024,3.539,2024.0,57.5,2023.0,18.12,25931147.0,0.6987735636992841
PRT,Portugal,Europe & Central Asia,High income,Lisbon,38.7072,-9.13552,29292.242104753,2024.0,82.3829268292683,2024,88.48704454,2024.0,61.3281907341332,2024,6.5,2024.0,100.0,2023.0,49.78,10283822.0,4.84061276050869
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Asuncion,-25.3005,-57.6362,6416.09708970845,2024.0,73.982,2024,81.57806793,2024.0,69.8622585886961,2024,5.686,2024.0,99.8,2023.0,8.42,6427382.0,1.3100201606190514
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,2592.30591217647,2024.0,69.213,2024,86.63765334,2023.0,87.1196014117004,2024,24.42,2022.0,100.0,2023.0,,,
PYF,French Polynesia,East Asia & Pacific,High income,Papeete,-17.535,-149.57,22439.8838746025,2024.0,84.192,2024,,,61.7191984724331,2024,11.613,2024.0,100.0,2023.0,,,
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Doha,25.2948,51.5082,76688.6941743178,2024.0,82.522,2024,98.08540344,2024.0,99.3219891728394,2024,0.13,2024.0,100.0,2023.0,90.17,2580734.0,34.939672201784454
ROU,Romania,Europe & Central Asia,High income,Bucharest,44.4479,26.0979,20080.2096215595,2024.0,76.4585365853659,2024,91.29048551,2024.0,52.1674778928768,2024,5.4,2024.0,100.0,2023.0,74.88,19473970.0,3.845132759267884
RUS,Russian Federation,Europe & Central Asia,High income,Moscow,55.7558,37.6176,14889.0185546875,2024.0,73.4404878048781,2024,94.36495368,2024.0,75.1119136177067,2024,2.43,2024.0,100.0,2023.0,1607.55,145398106.0,11.056196289104344
RWA,Rwanda,Sub-Saharan Africa,Low income,Kigali,-1.95325,30.0587,999.65456165547,2024.0,68.017,2024,31.70330048,2024.0,29.8849714294083,2024,11.331,2024.0,63.9,2023.0,1.08,12487996.0,0.08648305140392422
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Riyadh,24.6748,46.6977,35121.6628687742,2024.0,78.982,2024,100.0,2024.0,84.4554020211443,2024,3.518,2024.0,100.0,2023.0,514.6,30196281.0,17.04183372780244
SDN,Sudan,Sub-Saharan Africa,Low income,Khartoum,15.5932,32.5363,984.607666015625,2024.0,66.521,2024,,,34.8673015510839,2024,7.53,2022.0,66.0,2023.0,20.2,44230596.0,0.4566974408393683
SEN,Senegal,Sub-Saharan Africa,Lower middle income,Dakar,14.7247,-17.4734,1773.21829923448,2024.0,68.924,2024,60.11780167,2024.0,55.2368169057304,2024,2.788,2024.0,74.2,2023.0,9.86,15914498.0,0.6195608557681178
SGP,Singapore,East Asia & Pacific,High income,Singapore,1.28941,103.85,90674.066632628,2024.0,83.3463414634146,2024,94.37757178,2024.0,100.0,2024,2.737,2024.0,100.0,2023.0,47.36,5638676.0,8.399134832361355
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Honiara,-9.42676,159.949,1933.55538435227,2024.0,70.694,2024,29.04070091,2024.0,30.6617188562194,2024,1.444,2024.0,81.3,2023.0,0.37,709101.0,0.5217874463581351
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Freetown,8.4821,-13.2134,806.654650417726,2024.0,61.964,2024,25.10499954,2024.0,45.3626823156371,2024,3.103,2024.0,35.5,2023.0,1.02,7554563.0,0.13501773696241595
SLV,El Salvador,Latin America & Caribbean,Upper middle income,San Salvador,13.7034,-89.2073,5579.65969165029,2024.0,72.302,2024,66.47769928,2024.0,75.0674905102199,2024,3.261,2024.0,98.3,2023.0,6.81,6219807.0,1.094889278718777
SMR,San Marino,Europe & Central Asia,High income,San Marino,43.9322,12.4486,59879.7173015651,2023.0,85.817,2024,97.35220337,2024.0,97.1560555881096,2024,,,100.0,2023.0,,,
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,Mogadishu,2.07515,45.3254,629.538899449007,2024.0,58.967,2024,27.94020081,2024.0,54.6176465524521,2024,18.949,2024.0,50.3,2023.0,0.69,15452487.0,0.04465300634130933
SRB,Serbia,Europe & Central Asia,Upper middle income,Belgrade,44.8024,20.4656,13679.2065983557,2024.0,75.9682926829268,2024,87.69071294,2024.0,62.3830029804177,2024,7.24,2024.0,100.0,2023.0,45.54,6982604.0,6.521922194069719
SSD,South Sudan,Sub-Saharan Africa,Low income,Juba,4.85,31.6,,,57.738,2024,6.671000004,2019.0,21.3768190444906,2024,12.374,2023.0,5.4,2023.0,1.38,10122977.0,0.1363235340750058
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Sao Tome,0.20618,6.6071,3490.56883486557,2024.0,69.905,2024,59.11759949,2024.0,68.8710170184884,2024,9.057,2024.0,81.3,2023.0,0.14,210187.0,0.6660735440345977
SUR,Suriname,Latin America & Caribbean,Upper middle income,Paramaribo,5.8232,-55.1679,6961.78955961526,2024.0,73.757,2024,87.4,2023.0,65.7641857200885,2024,7.621,2024.0,99.6,2023.0,2.08,599513.0,3.4694827301493043
SVK,Slovak Republic,Europe & Central Asia,High income,Bratislava,48.1484,17.1073,25992.6748502048,2024.0,78.3707317073171,2024,89.82507032,2024.0,53.1919702985684,2024,5.3,2024.0,100.0,2023.0,33.0,5446771.0,6.058635474118519
SVN,Slovenia,Europe & Central Asia,High income,Ljubljana,46.0546,14.5044,34301.0318686594,2024.0,82.2853658536585,2024,90.76355487,2024.0,55.7577708405917,2024,3.7,2024.0,100.0,2023.0,14.05,2073894.0,6.774695331583967
SWE,Sweden,Europe & Central Asia,High income,Stockholm,59.3327,18.0645,57117.4877440616,2024.0,84.0634146341463,2024,95.52930428,2024.0,88.8559748346228,2024,8.4,2024.0,100.0,2023.0,36.0,10175214.0,3.538009126884211
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,Mbabane,-26.5225,31.4659,3909.55892378182,2024.0,64.264,2024,63.40309906,2024.0,26.2498461258639,2024,34.643,2024.0,86.4,2023.0,1.09,1168929.0,0.9324775071882039
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,Philipsburg,,,41472.5874498583,2024.0,76.528,2024,,,100.0,2024,,,100.0,2023.0,,,
SYC,Seychelles,Sub-Saharan Africa,High income,Victoria,-4.6309,55.4466,17858.8226383978,2024.0,76.2951219512195,2024,87.81800079,2024.0,45.2898622460415,2024,,,100.0,2023.0,0.62,96762.0,6.407474008391724
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,Damascus,33.5146,36.3119,1051.67149587463,2022.0,72.56,2024,33.77000046,2018.0,72.0761345758254,2024,13.359,2024.0,88.4,2023.0,27.91,19577845.0,1.4255910188276595
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,Grand Turk,21.4602778,-71.141389,37506.7798431288,2024.0,78.181,2024,,,94.1670917861964,2024,,,100.0,2023.0,,,
TCD,Chad,Sub-Saharan Africa,Low income,N'Djamena,12.1048,15.0445,961.55975562506,2024.0,55.238,2024,12.62689972,2024.0,26.9315292389497,2024,1.053,2024.0,12.0,2023.0,1.07,16156531.0,0.06622708798070576
TGO,Togo,Sub-Saharan Africa,Low income,Lome,6.1228,1.2255,1119.38160509429,2024.0,62.935,2024,39.48320007,2024.0,43.8148491605996,2024,1.948,2024.0,59.2,2023.0,2.26,8258778.0,0.27364823222031154
THA,Thailand,East Asia & Pacific,Upper middle income,Bangkok,13.7308,100.521,7346.62022142185,2024.0,76.564,2024,90.86718789,2024.0,61.8689338391321,2024,0.781,2024.0,100.0,2023.0,257.86,71376079.0,3.612694947840999
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Dushanbe,38.5878,68.7864,1341.20229027672,2024.0,71.927,2024,55.79339981,2024.0,26.1788063651548,2024,7.041,2024.0,100.0,2023.0,7.33,9307333.0,0.7875510632315401
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Ashgabat,37.9509,58.3794,6856.65802730208,2024.0,70.201,2024,,,47.0875253910294,2024,4.02,2024.0,100.0,2023.0,71.73,6655524.0,10.777513536124278
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Dili,-8.56667,125.567,1331.9705130185,2024.0,67.904,2024,35.04199982,2021.0,28.6641074179574,2024,1.523,2024.0,100.0,2023.0,0.64,1275959.0,0.5015835148308057
TON,Tonga,East Asia & Pacific,Upper middle income,Nuku'alofa,-21.136,-175.216,5651.59373063157,2023.0,73.07,2024,67.4417038,2024.0,21.1505271125521,2024,1.965,2024.0,100.0,2023.0,0.19,105567.0,1.7998048632621937
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,Port-of-Spain,10.6596,-61.4789,18733.4110406494,2024.0,73.617,2024,82.15989685,2024.0,53.961056681951,2024,3.318,2024.0,98.7,2023.0,17.76,1359193.0,13.066577005620246
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Tunis,36.7899,10.21,4181.13789301228,2024.0,76.711,2024,76.5,2024.0,70.3585355691955,2024,15.341,2024.0,100.0,2023.0,29.98,11765514.0,2.548124969295859
TUR,Turkiye,Europe & Central Asia,Upper middle income,Ankara,39.7153,32.3606,15892.7157287241,2024.0,77.421,2024,87.3078767,2024.0,89.3443122873887,2024,8.8,2024.0,100.0,2023.0,412.97,81407204.0,5.072892566117368
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Funafuti,-8.6314877,179.089567,6344.7750188689,2023.0,67.259,2024,,,64.7254793441291,2024,,,100.0,2023.0,0.01,10751.0,0.9301460329271696
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,Dodoma,-6.17486,35.7382,1186.71691894531,2024.0,67.212,2024,31.16209984,2024.0,36.1684458862992,2024,1.557,2024.0,48.3,2023.0,11.58,57437145.0,0.20161169222460482
UGA,Uganda,Sub-Saharan Africa,Low income,Kampala,0.314269,32.5729,1077.91278452817,2024.0,68.487,2024,8.949831061,2024.0,31.2777698213557,2024,2.74,2024.0,51.5,2023.0,6.13,41565831.0,0.14747690236242358
UKR,Ukraine,Europe & Central Asia,Upper middle income,Kiev,50.4536,30.5038,5389.47314453125,2024.0,74.692,2024,82.47489929,2024.0,69.5315643200148,2024,9.834,2021.0,100.0,2023.0,185.37,45208907.0,4.100298200086987
URY,Uruguay,Latin America & Caribbean,High income,Montevideo,-34.8941,-56.0675,23906.5133029408,2024.0,78.287,2024,91.99109007,2024.0,95.5981951588181,2024,8.209,2024.0,100.0,2023.0,6.52,3394534.0,1.920734922672744
USA,United States,North America,High income,Washington D.C.,38.8895,-77.032,84534.0407841548,2024.0,78.890243902439,2024,94.69380188,2024.0,80.1247798047184,2024,4.022,2024.0,100.0,2023.0,4981.3,328529577.0,15.16240956289911
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Tashkent,41.3052,69.269,3161.70010632875,2024.0,72.528,2024,89.50550079,2024.0,50.9986686706543,2024,4.439,2024.0,100.0,2023.0,112.09,32373490.0,3.4624008718244466
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Kingstown,13.2035,-61.2653,11501.2265187188,2024.0,71.382,2024,76.19010162,2024.0,47.8487050456749,2024,18.093,2024.0,100.0,2023.0,0.28,104926.0,2.668547357185064
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,Caracas,9.08165,-69.8371,4217.59102643391,2024.0,72.673,2024,76.67890167,2024.0,89.285859883201,2024,5.321,2024.0,100.0,2023.0,138.16,29807592.0,4.635060759017367
VGB,British Virgin Islands,Latin America & Caribbean,High income,Road Town,18.431389,-64.623056,,,77.431,2024,,,56.5072068980827,2024,,,100.0,2023.0,,,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,Charlotte Amalie,18.3358,-64.8963,44320.909185774,2022.0,80.7707317073171,2024,,,95.3312197036061,2024,11.423,2024.0,100.0,2023.0,,,
VNM,Viet Nam,East Asia & Pacific,Lower middle income,Hanoi,21.0069,105.825,4717.29028732449,2024.0,74.736,2024,84.15,2024.0,38.4900703430176,2024,1.602,2024.0,99.8,2023.0,257.86,96237319.0,2.679417950119745
VUT,Vanuatu,East Asia & Pacific,Lower middle income,Port-Vila,-17.7404,168.321,3410.77023167097,2024.0,71.654,2024,,,22.2866933360645,2024,4.988,2024.0,61.6,2023.0,0.18,285259.0,0.631005507275844
WSM,Samoa,East Asia & Pacific,Upper middle income,Apia,-13.8314,-171.752,5392.87761915762,2024.0,71.826,2024,,,17.5029115108018,2024,4.855,2024.0,100.0,2023.0,0.32,207582.0,1.5415594801090653
XKX,Kosovo,Europe & Central Asia,Upper middle income,Pristina,42.565,20.926,7023.06598512878,2024.0,78.222,2024,89.4430319734879,2018.0,50.3214443938994,2024,,,,,,,
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,Sana'a,15.352,44.2075,633.887202451545,2018.0,69.439,2024,17.49099922,2019.0,36.8077517596594,2024,16.97,2024.0,83.6,2023.0,9.31,34085182.0,0.27313921926542745
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Pretoria,-25.746,28.1871,6267.186814093,2024.0,66.312,2024,78.35759735,2024.0,63.6917984858172,2024,32.279,2024.0,87.7,2023.0,433.25,58613001.0,7.391704785769287
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,Lusaka,-15.3982,28.2937,1187.10943350064,2024.0,66.528,2024,17.10099983,2024.0,45.4703838491279,2024,5.898,2024.0,51.1,2023.0,7.74,17973569.0,0.43063233573699244
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,Harare,-17.8312,31.0672,2497.20332208763,2024.0,63.064,2024,41.64279938,2024.0,39.8933716820696,2024,9.435,2024.0,62.0,2023.0,12.27,15034452.0,0.8161255228990055
