country_code,country_name,region,income_level,log_gdp_per_capita,life_expectancy,internet_users_pct,urban_population_pct,unemployment_pct,electricity_access_pct,log1p_co2_tons_per_capita_2018,z_log_gdp_per_capita,z_life_expectancy,z_internet_users_pct,z_urban_population_pct,z_unemployment_pct,z_electricity_access_pct,z_log1p_co2_tons_per_capita_2018
BRN,Brunei Darussalam,East Asia & Pacific,High income,4.520529041422538,75.501,96.29828801,74.8983133873697,5.18,100.0,2.851194492377679,1.0510031008754745,0.28332472847136086,0.9882764994701918,0.6246964830667276,-0.29033424259363944,0.5703318274653716,1.8721234871686598
BTN,Bhutan,South Asia,Lower middle income,3.5833490337001246,73.262,91.27739716,42.5645249803412,3.282,100.0,1.0354472071230034,-0.4361053290259099,-0.03281556619090437,0.7941699455952766,-0.8989868475356428,-0.6282977209476425,0.5703318274653716,-0.3276688750458591
BWA,Botswana,Sub-Saharan Africa,Upper middle income,3.886251131274236,69.293,57.45950036,67.4623537838418,23.81,76.0,1.5197098749506746,0.044536873139687974,-0.5932268343974816,-0.51322262740709,0.27428756864254555,3.0269785085839565,-0.463977416864228,0.2590192211687649
CAF,Central African Republic,Sub-Saharan Africa,Low income,2.7127851870997923,57.671,13.78250027,44.1243555638904,6.253,17.6,0.0654520719522968,-1.8175078604275279,-2.2342194670749453,-2.201766000355395,-0.8254820720110695,-0.0992726976653752,-2.9807965780662538,-1.5028257413464887
CAN,Canada,North America,High income,4.73512241312987,82.1080487804878,94.353302,82.7002565766633,6.351,100.0,2.8029914872191837,1.3915178466418583,1.2162208197225308,0.9130837611663865,0.9923518482279997,-0.08182252860389351,0.5703318274653716,1.813725160791114
CHE,Switzerland,Europe & Central Asia,High income,5.017025766997803,84.4073170731707,97.3443985,85.4615370020764,4.343,100.0,1.6867675973847887,1.8388394396123378,1.5408708222041623,1.028718904663346,1.1224732216457212,-0.4393729314146618,0.5703318274653716,0.46141098837329253
CHL,Chile,Latin America & Caribbean,High income,4.222973575307433,81.359,95.590243,88.9950908479196,8.718,100.0,1.720034385671012,0.578844883268604,1.1104573082532023,0.9609036325855376,1.2889868706163083,0.33965247311577207,0.5703318274653716,0.5017139685191103
CHN,China,East Asia & Pacific,Upper middle income,4.123954427755838,78.017,92.0,65.8946980998325,4.59,100.0,2.1225324820514597,0.4217222303820079,0.6385766183196212,0.8221056150378071,0.2004140464996895,-0.39539138286174363,0.5703318274653716,0.989343632302088
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,3.435827414488818,62.11,41.43219902,53.9733113940142,2.273,72.4,0.3080975490849327,-0.6701912481813845,-1.6074455644372534,-1.132834629333445,-0.36136417672179916,-0.8079632371010614,-0.6191238035136677,-1.208858804616412
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,3.2624530682214234,63.968,46.25880051,55.4031748609078,3.603,72.0,0.2982444992605489,-0.9453000317004315,-1.3451013627925508,-0.946239260077124,-0.29398391486947933,-0.5711395141238095,-0.6363622909191613,-1.2207958533038665
