country_code,country_name,region,income_level,log_gdp_per_capita,life_expectancy,internet_users_pct,urban_population_pct,unemployment_pct,electricity_access_pct,log1p_co2_tons_per_capita_2018,z_log_gdp_per_capita,z_life_expectancy,z_internet_users_pct,z_urban_population_pct,z_unemployment_pct,z_electricity_access_pct,z_log1p_co2_tons_per_capita_2018
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,3.8175101099566473,71.121,81.95449829,87.8854066107749,19.085,73.2,2.262342800556734,-0.06454073355174231,-0.33511854558880977,0.4337486925062863,1.2366945950225812,2.1856310716910885,-0.5846468287026811,1.1587249516653408
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,4.1517261606681455,72.846,68.20500183,29.0973354237452,10.199,100.0,1.1641435124820811,0.4657901552060024,-0.09155355751716657,-0.09780386561513814,-1.533608809525943,0.6033637014836744,0.5703318274653716,-0.17175227152224792
LKA,Sri Lanka,South Asia,Lower middle income,3.6547123745168095,77.672,54.59,20.2996997058686,4.239,100.0,0.6922238194601765,-0.32286665039433243,0.589863620705293,-0.6241568904417921,-1.9481847547661473,-0.4578914781737853,0.5703318274653716,-0.7434867550148664
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2.987625031018716,57.798,51.79660034,43.6780334209246,16.34,57.3,0.7779265920241252,-1.3813945786708055,-2.216287436069091,-0.7321491168806445,-0.8465143618484053,1.6968482750199931,-1.2698767030710412,-0.6396571604243728
LTU,Lithuania,Europe & Central Asia,High income,4.468111195563301,77.1951219512195,89.16116293,68.8285833315315,6.851,100.0,1.6314137347084998,0.9678269556181899,0.5225298257703084,0.7123567881597916,0.3386691734636714,0.007208946199584643,0.5703318274653716,0.39434934090548834
LUX,Luxembourg,Europe & Central Asia,High income,5.139191481118847,83.1951219512195,98.7606147,94.8438702866393,6.4,100.0,2.793016648868254,2.0326908468311498,1.3697123929760198,1.0834695165241535,1.5646021997872612,-0.07309744407315259,0.5703318274653716,1.8016405643294306
LVA,Latvia,Europe & Central Asia,High income,4.369384429602187,76.4292682926829,92.70757011,68.4839492628509,6.9,100.0,1.6012373955160937,0.8111682510919614,0.41439351434648797,0.8494601223912176,0.3224287880502454,0.01593403073032557,0.5703318274653716,0.3577904645606786
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,3.6183822530580274,75.493,91.2,62.7998124018197,9.103,100.0,1.0509976688307603,-0.3805149457436912,0.2821951517150852,0.7911777881363456,0.05457200384078696,0.40820670871445025,0.5703318274653716,-0.3088293662819317
MDA,Moldova,Europe & Central Asia,Upper middle income,3.8794511954885142,71.332,77.3687973,43.516471862793,1.427,100.0,1.4286391743705629,0.033746798931521375,-0.3053259586420758,0.2564664844555595,-0.8541277181892218,-0.9586044924685465,0.5703318274653716,0.14868633884282167
MDG,Madagascar,Sub-Saharan Africa,Low income,2.7363865420793836,63.835,18.67790031,32.4339893339844,3.051,39.4,0.11561897974760096,-1.7800574521195853,-1.363880576365611,-2.0125108940422347,-1.3763737871703332,-0.6694302623068493,-2.0412990144668677,-1.4420481312130655
MDV,Maldives,South Asia,Upper middle income,4.126435058978116,81.285,85.23999786,41.9982152717385,4.278,100.0,1.6168523515908904,0.42565847269589424,1.1000087232576654,0.5607653949885195,-0.9256733790392834,-0.45094702313911406,0.5703318274653716,0.37670810876623506
MEX,Mexico,Latin America & Caribbean,Upper middle income,4.151853257812539,75.264,83.12233799,79.7538805976118,2.678,99.7,1.5665398553764418,0.4659918317604392,0.249861017066734,0.47889712261910494,0.8535081127382182,-0.7358477425102441,0.5574029619112517,0.3157541170982991
MKD,North Macedonia,Europe & Central Asia,Upper middle income,3.9681024995517515,76.6165853658537,93.6,62.5645376928533,12.265,100.0,1.5895269730381885,0.17441785519378794,0.44084214083486944,0.8839612688407301,0.043485021157170956,0.9712417553716463,0.5703318274653716,0.3436031940443479
MLI,Mali,Sub-Saharan Africa,Low income,3.039263177662165,60.675,36.80149841,31.6075621182225,2.924,54.5,0.24288639035068998,-1.2994556528025725,-1.8100633950939529,-1.311856512956661,-1.4153179825352913,-0.6920442569069328,-1.3905461149094942,-1.2878626451176112
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,4.642450454223748,82.9560975609756,93.86029816,95.6546264490509,3.1,100.0,1.435827412781055,1.2444668530555876,1.3359628435507522,0.8940243393847915,1.602807919274841,-0.6607051777761085,0.5703318274653716,0.15739494718363486
MMR,Myanmar,East Asia & Pacific,Lower middle income,3.133235439881761,67.095,45.4477005,30.4499084074136,2.887,76.8,0.48373853160068775,-1.150341350136978,-0.9035780481838416,-0.9775962109634412,-1.4698707506664168,-0.6986325860423902,-0.42950044205324145,-0.9960683491561858
MNE,Montenegro,Europe & Central Asia,Upper middle income,4.122652513975765,77.890243902439,88.88258428,65.5422314706266,13.206,100.0,1.6139764913903671,0.4196563658294153,0.6206790256295037,0.701586997827738,0.1838045629231258,1.138798990951792,0.5703318274653716,0.37322398112618166
MNG,Mongolia,East Asia & Pacific,Upper middle income,3.8293443125392854,72.3980487804878,85.12349701,70.9566040039062,5.158,100.0,2.034116424098418,-0.045762332095472105,-0.1548029682053798,0.5562614973351777,0.43894909070868393,-0.29425162748499234,0.5703318274653716,0.8822268707562009
MOZ,Mozambique,Sub-Saharan Africa,Low income,2.8174178196447124,63.797,20.52729988,36.4332337447237,6.668,36.0,0.20605306594404,-1.651477782301478,-1.3692460659579144,-1.9410135068264875,-1.1879151393020373,-0.025376573578488333,-2.1878261574135607,-1.3324865123059095
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,3.3243072298319594,68.713,45.77939987,60.6068586411829,10.257,50.3,0.6534448042408524,-0.8471504292787423,-0.6751211492273688,-0.9647727850900865,-0.04876779191100763,0.6136913525608778,-1.5715502326671744,-0.7904678421884072
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,4.07884743104344,73.7890243902439,73.30793533,39.0162147027917,5.548,100.0,1.4500513992040702,0.3501468718534357,0.04159874646023689,0.09947443935694927,-1.0661958721525049,-0.22480707713827944,0.5703318274653716,0.1746274205281857
MWI,Malawi,Sub-Saharan Africa,Low income,2.718144801024875,67.561,18.96159935,17.268503531213,5.051,15.6,0.08133686472772521,-1.8090032754136232,-0.8377802021308635,-2.001543150540696,-2.091025520128008,-0.3133043630929367,-3.0669890150937205,-1.4835811878194012
MYS,Malaysia,East Asia & Pacific,Upper middle income,4.074612675414401,76.821,98.0206059,76.9170296648992,3.846,100.0,2.113946302323911,0.34342720141379357,0.4697048932566164,1.0548609364342056,0.7198255877224247,-0.527870217369319,0.5703318274653716,0.9789414068720148
NAM,Namibia,Sub-Saharan Africa,Lower middle income,3.644746477039535,67.516,64.87460327,50.4088030252155,19.157,56.7,0.9741804199861932,-0.3386804428652208,-0.8441340713849066,-0.2265563533358347,-0.5293365131199257,2.198451604062789,-1.295734434179281,-0.40189407780146974
NER,Niger,Sub-Saharan Africa,Low income,2.8664469976203786,61.433,15.55760002,18.0497398450803,0.376,20.1,0.09822286183669567,-1.573678743399717,-1.7030359974369644,-2.1331410281043603,-2.054210881097275,-1.1457486525054574,-2.8730560317819207,-1.4631236672325099
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,3.035093547443402,54.635,41.21139908,62.9755675573659,3.045,61.2,0.4932348834527125,-1.3060719828531497,-2.6628938460810354,-1.1413707072386614,0.06285421307040381,-0.6704986400044911,-1.101801450867481,-0.9845634429158574
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,3.4544697820833963,75.1,61.39550018,59.2628402709961,4.98,88.3,0.5955631960100999,-0.6406097144581118,0.22670469356311101,-0.3610577260106599,-0.11210272689907252,-0.32594683251503054,0.06610607085469168,-0.8605918736176176
NLD,Netherlands,Europe & Central Asia,High income,4.8294351472783035,81.9658536585366,97.00679779,95.6396517079336,3.7,100.0,2.2796054451612227,1.5411724069648365,1.1961432816460724,1.0156673342624827,1.602102256111178,-0.5538674080119347,0.5703318274653716,1.1796387837062636
NOR,Norway,Europe & Central Asia,High income,4.938446836885757,83.1609756097561,99.0,83.3293737928469,4.0,100.0,2.083354026506242,1.7141511316892482,1.3648910287724103,1.0927241004255963,1.0219980933022554,-0.5004485231298478,0.5703318274653716,0.9418786199781716
NPL,Nepal,South Asia,Lower middle income,3.1605615761975105,70.636,46.32189941,66.772343163029,10.5,94.0,0.35657142247681334,-1.1069804938052856,-0.40359913643793804,-0.9437998702560332,0.24177180934962836,0.6569606493153682,0.3117545163829717,-1.1501323192071518
NZL,New Zealand,East Asia & Pacific,High income,4.6920108179294235,82.009756097561,93.51930237,83.9370658833132,4.724,100.0,2.0245449964906417,1.3231087724823614,1.2023421784792854,0.8808415159257329,1.0506347101046696,-0.3715309476144114,0.5703318274653716,0.870631009637167
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,4.307179878203809,80.246,95.25174678,79.4440302814714,3.203,100.0,2.8307022333076395,0.7124626534474147,0.9533049420365428,0.9478174419618388,0.8389068616957523,-0.642364693966592,0.5703318274653716,1.847296951365539
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,3.169901447784109,67.799,57.253,39.1734368360905,5.492,95.6,0.6513961858772975,-1.0921600733351755,-0.8041752936317037,-0.5212058866435519,-1.058787004973271,-0.234778602316269,0.3807084660049448,-0.7929497597249702
PAN,Panama,Latin America & Caribbean,High income,4.282423131207166,79.775,72.77149963,65.9958447685488,8.451,97.0,1.2334063219775937,0.6731788799436283,0.886801110510896,0.07873595126524328,0.20518043796390475,0.2921096655707148,0.44104317192417164,-0.08783982371022914
PER,Peru,Latin America & Caribbean,Upper middle income,3.9269785857450477,77.941,81.95705992,85.1912729600355,5.199,96.2,0.9938798272024902,0.10916281519233584,0.6278456391350165,0.43384772456781834,1.109737416903787,-0.2869510465511072,0.40656619711318515,-0.37802808836203866
PHL,Philippines,East Asia & Pacific,Lower middle income,3.600409966050582,69.946,67.26300914,55.4520983215477,2.202,98.0,0.832651421787083,-0.4090332018878142,-0.5010251316665946,-0.13422109918859115,-0.2916784670662705,-0.8206057065231553,0.484139390437905,-0.5733575913633846
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,3.4780909129355226,66.256,18.81159973,15.4061816403333,2.625,20.5,0.5844926593263177,-0.6031279259814574,-1.0220424104981067,-2.007342103394002,-2.1787847639762314,-0.7452850788394128,-2.855817544376427,-0.874003917375229
POL,Poland,Europe & Central Asia,High income,4.399735412202107,78.409756097561,88.58496367,59.9705468695101,2.807,100.0,2.223051749819658,0.8593289050839531,0.6940326381558594,0.6900810494422533,-0.07875307007758206,-0.7128776220109466,0.5703318274653716,1.1111235293657171
PRT,Portugal,Europe & Central Asia,High income,4.466752614988361,82.3829268292683,88.48704454,61.3281907341332,6.5,100.0,1.7648357160805583,0.9656711727279814,1.2550328015615901,0.6862955170635264,-0.014776053237478779,-0.05529114911245702,0.5703318274653716,0.5559911387246248
PRY,Paraguay,Latin America & Caribbean,Upper middle income,3.807270927159773,73.982,81.57806793,69.8622585886961,5.686,99.8,0.8372562520363322,-0.08078817259980536,0.06884634187378083,0.41919597623811766,0.38737963506412654,-0.20023439009251948,0.5617125837626248,-0.5677788026773961
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,4.8847313428326595,82.522,98.08540344,99.3219891728394,0.13,100.0,3.581841760606653,1.6289158904714913,1.2746695291965775,1.0573659953101557,1.7756271193996982,-1.1895521381087688,0.5703318274653716,2.7573084978666462
ROU,Romania,Europe & Central Asia,High income,4.302768242188689,76.4585365853659,91.29048551,52.1674778928768,5.4,100.0,1.5779746462610018,0.7054623108732221,0.4185261122353066,0.7946759383743085,-0.4464614863500228,-0.2511603936801089,0.5703318274653716,0.3296074577342165
RUS,Russian Federation,Europe & Central Asia,High income,4.17286607113489,73.4404878048781,94.36495368,75.1119136177067,2.43,100.0,2.489578742636937,0.49933476649029235,-0.007613606732313883,0.9135342125940754,0.6347620870807187,-0.7800073540127693,0.5703318274653716,1.4340231134018404
RWA,Rwanda,Sub-Saharan Africa,Low income,2.999849952115494,68.017,31.70330048,29.8849714294083,11.331,63.9,0.08294592133259861,-1.361996188747743,-0.773394327023231,-1.5089517418171987,-1.4964925942126077,0.8049309604387489,-0.9854416608804012,-1.481631802870011
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,4.545575069809135,78.982,100.0,84.4554020211443,3.518,100.0,2.8926931573513004,1.090745903370563,0.7748318145452069,1.1313838840524235,1.075060556000611,-0.5862748648404008,0.5703318274653716,1.9223994517769545
SEN,Senegal,Sub-Saharan Africa,Lower middle income,3.2487622044768067,68.924,60.11780167,55.2368169057304,2.788,74.2,0.48215503581001956,-0.9670245656421341,-0.6453285622806328,-0.4104532739475792,-0.30182329453096673,-0.7162608180534789,-0.5415506101889478,-0.9979867669746776
SGP,Singapore,East Asia & Pacific,High income,4.957483093798813,83.3463414634146,94.37757178,100.0,2.737,100.0,2.240617645929605,1.7443576852818414,1.3910641487348594,0.914022025609857,1.807577405654679,-0.7253420284834337,0.5703318274653716,1.1324047530315402
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,3.286356616426713,70.694,29.04070091,30.6617188562194,1.444,81.3,0.41988559552014604,-0.9073701060215551,-0.39540970495494854,-1.6118872650782812,-1.4598894875360298,-0.9555774223252281,-0.23556745874144153,-1.0734266920465325
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2.906687641885384,61.964,25.10499954,45.3626823156371,3.103,35.5,0.12664827809092297,-1.509825267207257,-1.628060340239259,-1.7640406284622878,-0.7671277027140498,-0.6601709889272876,-2.2093742666704275,-1.428686048034832
SLV,El Salvador,Latin America & Caribbean,Upper middle income,3.7466077117430667,72.302,66.47769928,75.0674905102199,3.261,98.3,0.7395007017239101,-0.17704799279203015,-0.1683647769438173,-0.1645810084562049,0.63266871195501,-0.6320370428893886,0.49706825599202487,-0.6862104339333843
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,2.799022570494881,58.967,27.94020081,54.6176465524521,18.949,50.3,0.04368477892748929,-1.6806671907987119,-2.051228032558512,-1.6544323608255826,-0.3310008079796615,2.1614145105445424,-1.5715502326671744,-1.529196990986188
SRB,Serbia,Europe & Central Asia,Upper middle income,4.136060908791372,75.9682926829268,87.69071294,62.3830029804177,7.24,100.0,2.0178217162123713,0.44093268072882696,0.3493050975977555,0.6555095097123215,0.03493045861158035,0.07647543359669069,0.5703318274653716,0.862485701793244
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,3.542896206819567,69.905,59.11759949,68.8710170184884,9.057,81.3,0.5104696868487197,-0.500295494598922,-0.5068142125424998,-0.4491208738094597,0.34066880000474725,0.40001581303253037,-0.23556745874144153,-0.9636833407217418
SUR,Suriname,Latin America & Caribbean,Upper middle income,3.84272089132989,73.757,87.4,65.7641857200885,7.621,99.6,1.4972726816048236,-0.024536502565570464,0.037076995603567454,0.644270610354403,0.1942638380876762,0.1443174173969411,0.5530933400598781,0.23183638193086378
SVK,Slovak Republic,Europe & Central Asia,High income,4.4148509741108315,78.3707317073171,89.82507032,53.1919702985684,5.3,100.0,1.9542517572044047,0.8833141366850723,0.6885225076374493,0.7380233042054427,-0.3981837534338983,-0.26896668864080464,0.5703318274653716,0.785470187890162
SVN,Slovenia,Europe & Central Asia,High income,4.53530718500266,82.2853658536585,90.76355487,55.7577708405917,3.7,100.0,2.050874271649156,1.0744529202433686,1.2412574752655567,0.7743049138455629,-0.27727408871049053,-0.5538674080119347,0.5703318274653716,0.9025291371280862
SWE,Sweden,Europe & Central Asia,High income,4.756769097176987,84.0634146341463,95.52930428,88.8559748346228,8.4,100.0,1.512488397568543,1.4258666014815085,1.4923127970106622,0.9585477548558419,1.282431228332396,0.28302845514076,0.5703318274653716,0.2502703435478962
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,3.592127763080529,64.264,63.40309906,26.2498461258639,34.643,86.4,0.6588028621817962,-0.42217532373573174,-1.3033070228104036,-0.2834443877003995,-1.6677926522181055,4.955934441676114,-0.015776744321401255,-0.783976512128047
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,3.0218801031174367,72.56,33.77000046,72.0761345758254,13.359,88.4,0.8860752137989598,-1.3270389521474797,-0.13193592655397235,-1.4290535677688307,0.49170536068421966,1.1660426222416564,0.07041569270606537,-0.5086342399462405
TCD,Chad,Sub-Saharan Africa,Low income,2.982976278415203,55.238,12.62689972,26.9315292389497,1.053,12.0,0.0641263311808733,-1.3887711756193584,-2.5777519980768613,-2.2464412675774375,-1.635669314764206,-1.025200035621548,-3.2221354017431603,-1.5044318868971043
TGO,Togo,Sub-Saharan Africa,Low income,3.0489781658263078,62.935,39.48320007,43.8148491605996,1.948,59.2,0.24188540616690016,-1.2840400008720545,-1.4909579614464676,-1.208182507029358,-0.8400671166545352,-0.8658336957233221,-1.1879938878949476,-1.2890753454642285
THA,Thailand,East Asia & Pacific,Upper middle income,3.8660875898642644,76.564,90.86718789,61.8689338391321,0.781,100.0,1.5288122735880805,0.012541555100086775,0.4334172399613044,0.7783113439753576,0.010705688798226708,-1.0736331579146403,0.5703318274653716,0.2700468499379242
TJK,Tajikistan,Europe & Central Asia,Lower middle income,3.1274942863715247,71.927,55.79339981,26.1788063651548,7.041,100.0,0.5808465620208209,-1.1594513585794102,-0.22131368739417426,-0.5776337141706277,-1.6711402988916058,0.04104090662490641,0.5703318274653716,-0.8784211934299183
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,3.1244946105887106,67.904,35.04199982,28.6641074179574,1.523,100.0,0.40652022782739866,-1.1642112159246762,-0.7893495987056052,-1.3798783477377683,-1.5540240569587334,-0.9415104493062787,0.5703318274653716,-1.089618941930343
TON,Tonga,East Asia & Pacific,Upper middle income,3.7521709346898775,73.07,67.4417038,21.1505271125521,1.965,100.0,1.0295497230605057,-0.16822032289568983,-0.059925408341488164,-0.12731280229772152,-1.9080907354553294,-0.862806625580004,0.5703318274653716,-0.3348137241679354
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,4.272616862332774,73.617,82.15989685,53.961056681951,3.318,98.7,2.643801558345503,0.6576183846398208,0.017309402368767445,0.4416893563931478,-0.36194166242365944,-0.621887454761792,0.5143067433975185,1.6208652884280508
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,3.621294490723531,76.711,76.5,70.3585355691955,15.341,100.0,1.2664192862892292,-0.3758938343813484,0.45417321285784507,0.22287896882198807,0.41076597485919514,1.5189633883626437,0.5703318274653716,-0.04784435334023746
TUR,Turkiye,Europe & Central Asia,Upper middle income,4.201198115283152,77.421,87.3078767,89.3443122873887,8.8,100.0,1.8038350263452227,0.5442917879184508,0.5544231499771887,0.6407091435094132,1.3054434292883004,0.3542536349835426,0.5703318274653716,0.6032391151079738
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,3.07434713411717,67.212,31.16209984,36.1684458862992,1.557,48.3,0.18366373252683388,-1.2437847603714305,-0.8870579881233296,-1.529874441458299,-1.2003928867576867,-0.935456309019642,-1.657742669694641,-1.359611368857374
UGA,Uganda,Sub-Saharan Africa,Low income,3.032583622881833,68.487,8.949831061,31.2777698213557,2.74,51.5,0.13756553408978164,-1.3100547075625648,-0.7070316925921171,-2.3885959463153643,-1.4308589707724686,-0.7248078396346127,-1.5198347704506943,-1.4154597050532636
UKR,Ukraine,Europe & Central Asia,Upper middle income,3.731546312198554,74.692,82.47489929,69.5315643200148,9.834,100.0,1.6292990086262324,-0.20094728006256268,0.16909627899312246,0.45386728256547043,0.37179614270088995,0.5383707248771353,0.5703318274653716,0.39178733333883786
URY,Uruguay,Latin America & Caribbean,High income,4.37851624011777,78.287,91.99109007,95.5981951588181,8.209,100.0,1.0718352704594512,0.825658522209662,0.6766998338438797,0.8217611590718769,1.6001486757872019,0.24901843176583127,0.5703318274653716,-0.28358444520623605
USA,United States,North America,High income,4.927031629040928,78.890243902439,94.69380188,80.1247798047184,4.022,100.0,2.782688148592707,1.6960375871457867,0.7618761201637889,0.9262474128521468,0.8709862050696174,-0.49653113823849476,0.5703318274653716,1.7891275036167489
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,3.4999206738367805,72.528,89.50550079,50.9986686706543,4.439,100.0,1.495686933262269,-0.5684886665099647,-0.13645423357906897,0.7256688153219162,-0.5015399419314182,-0.422278888252394,0.5703318274653716,0.22991523512774104
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,4.060744157041254,71.382,76.19010162,47.8487050456749,18.093,100.0,1.2997957682299455,0.321420766776898,-0.29826610391535996,0.21089836450488358,-0.6499774527781718,2.0089926256809876,0.5703318274653716,-0.007408478454443263
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,3.625064464551346,72.673,76.67890167,89.285859883201,5.321,100.0,1.729007929867925,-0.3699116753364962,-0.11598065487159817,0.22979526867466615,1.302688943708903,-0.26522736669905855,0.5703318274653716,0.5125854891027662
VNM,Viet Nam,East Asia & Pacific,Lower middle income,3.6736926021952736,74.736,84.15,38.4900703430176,1.602,99.8,1.3027545739429915,-0.29274900346470245,0.17530895115263256,0.5186263135672151,-1.0909896692908567,-0.927443476287329,0.5617125837626248,-0.003823861662397488
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,2.8020119838893764,69.439,17.49099922,36.8077517596594,16.97,83.6,0.24148567672629467,-1.675923617714798,-0.5726120585954778,-2.0583962333680796,-1.1702665158501755,1.8090279332723755,-0.13644615615985503,-1.289559620879391
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,3.797072640466767,66.312,78.35759735,63.6917984858172,32.279,87.7,2.12724369242105,-0.09697071809453593,-1.0141353732041871,0.2946932804387556,0.09660556669483365,4.534993628805271,0.040248339746451936,0.995051301354919
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,3.0744907561700847,66.528,17.10099983,45.4703838491279,5.898,51.1,0.35811653935645293,-1.243556862247432,-0.9836368007847803,-2.0734735254000745,-0.7620524226635201,-0.16248504477584477,-1.5370732578561874,-1.1482603977464054
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,3.397453904011681,63.064,41.64279938,39.8933716820696,9.435,62.0,0.5967053983294871,-0.7310819740240574,-1.472743536251545,-1.1246928649841132,-1.0248611095560891,0.4673236079839599,-1.0673244760564944,-0.8592080863699669
